city_from,city_to,transitmode,persona,total distance,total time,total Cost,start time,transfertime,eagres time,stop 1 lat,stop 1 long,stop 2 lat,stop 2 long,stop 3 lat,stop 3 long,stop 4 lat,stop 4 long
Kitchener ,Port Colborne,3,1,159km,7h5min,$24,5:00 AM,7AM-9:30AM,12:05 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,
Barrie,Port Colborne,3,1,224km,6h35min,$24.51,5:30 AM,7:05AM-9:30AM,12:05 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,
Ottawa,Port Colborne,3,1,594km,11h20min,$55,12:45 AM,6AM-9:30AM,12:05 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,
North Bay ,Port Colborne,3,1,623km,27h45min,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721
Hastings Highlands,Port Colborne,3,1,N/A,,,,,,,,,,,,,
London,Port Colborne,3,2,198km,8h5min,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,
Hamilton,Port Colborne,3,2,92km,8h35min,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Port Colborne,3,2,RepeatFromAbove,,,,,,,,,,,,,
Toronto,Port Colborne,3,2,147km,2h35min,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,
Greater Sudbury,Port Colborne,3,2,515km,10h35min ,$67,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,
Kitchener ,Port Colborne,3,2,159km,7h5min,$24,5:00 AM,7AM-9:30AM,12:05 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,
Barrie,Port Colborne,3,2,224km,7h45min,$27,11:50 AM,1:30PM-5:15PM,7:35 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,
Ottawa,Port Colborne,3,2,594km,8h20min,$65.50,11:15 AM,4:40PM-5:15PM,7:35 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,
North Bay ,Port Colborne,3,2,623km,27h45min,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721
Hastings Highlands,Port Colborne,3,2,N/A,,,,,,,,,,,,,
London,Port Colborne,3,3,198km,8h5min,$45,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,
Hamilton,Port Colborne,3,3,92km,8h35min,$24,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Port Colborne,3,3,RepeatFromAbove,,,,,,,,,,,,,
Toronto,Port Colborne,3,3,147km,2h35min,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,
Greater Sudbury,Port Colborne,3,3,515km,10h35min ,$68,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,
Kitchener ,Port Colborne,3,3,159km,5h5min,$24,2:30 PM,4:20PM-5:15PM,7:35 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,
Barrie,Port Colborne,3,3,224km,7h45min,$25,11:50 AM,1:30PM-5:15PM,7:35 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,
Ottawa,Port Colborne,3,3,594km,8h20min,$59.00,11:15 AM,4:40PM-5:15PM,7:35 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,
North Bay ,Port Colborne,3,3,623km,27h45min,$116.90,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721
Hastings Highlands,Port Colborne,3,3,N/A,,,,,,,,,,,,,
London,Port Colborne,3,4,198km,8h5min,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,
Hamilton,Port Colborne,3,4,92km,8h35min,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Port Colborne,3,4,RepeatFromAbove,,,,,,,,,,,,,
Toronto,Port Colborne,3,4,147km,2h35min,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,
Greater Sudbury,Port Colborne,3,4,515km,10h35min ,$67,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,
Kitchener ,Port Colborne,3,4,159km,7h5min,$24,5:00 AM,7AM-9:30AM,12:05 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,
Barrie,Port Colborne,3,4,224km,6h35min,$24.51,5:30 AM,7:05AM-9:30AM,12:05 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,
Ottawa,Port Colborne,3,4,594km,11h20min,$55,12:45 AM,6AM-9:30AM,12:05 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,
North Bay ,Port Colborne,3,4,623km,27h45min,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721
Hastings Highlands,Port Colborne,3,4,N/A,,,,,,,,,,,,,
London,Port Colborne,3,5,198km,8h5min,$45,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,
Hamilton,Port Colborne,3,5,92km,8h35min,$24,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Port Colborne,3,5,RepeatFromAbove,,,,,,,,,,,,,
Toronto,Port Colborne,3,5,147km,2h35min,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,
Greater Sudbury,Port Colborne,3,5,515km,10h35min ,$68,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,
Kitchener ,Port Colborne,3,5,159km,5h5min,$24,2:30 PM,4:20PM-5:15PM,7:35 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,
Barrie,Port Colborne,3,5,224km,7h45min,$25,11:50 AM,1:30PM-5:15PM,7:35 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,
Ottawa,Port Colborne,3,5,594km,11h20min,$69,12:45 AM,6AM-9:30AM,12:05 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,
North Bay ,Port Colborne,3,5,623km,27h45min,$116.90,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721
Hastings Highlands,Port Colborne,3,5,N/A,,,,,,,,,,,,,
