city_from,city_to,transitmode,persona,total distance,time,total Cost,start time,transfertime,eagres time,stop 1 lat,stop 1 long,stop 2 lat,stop 2 long,stop 3 lat,stop 3 long,stop 4 lat,stop 4 long,rowiid
Hastings Highlands,London,3,1,N/A,0,,,,,,,,,,,,,321
Hastings Highlands,Hamilton,3,1,N/A,0,,,,,,,,,,,,,322
Hastings Highlands,Toronto,3,1,N/A,0,,,,,,,,,,,,,323
Hastings Highlands,Greater Sudbury,3,1,N/A,0,,,,,,,,,,,,,324
Hastings Highlands,Kitchener ,3,1,N/A,0,,,,,,,,,,,,,325
Hastings Highlands,Barrie,3,1,N/A,0,,,,,,,,,,,,,326
Hastings Highlands,Ottawa,3,1,N/A,0,,,,,,,,,,,,,327
Hastings Highlands,North Bay ,3,1,N/A,0,,,,,,,,,,,,,328
Hastings Highlands,London,3,2,N/A,0,,,,,,,,,,,,,329
Hastings Highlands,Hamilton,3,2,N/A,0,,,,,,,,,,,,,330
Hastings Highlands,Toronto,3,2,N/A,0,,,,,,,,,,,,,331
Hastings Highlands,Greater Sudbury,3,2,N/A,0,,,,,,,,,,,,,332
Hastings Highlands,Kitchener ,3,2,N/A,0,,,,,,,,,,,,,333
Hastings Highlands,Barrie,3,2,N/A,0,,,,,,,,,,,,,334
Hastings Highlands,Ottawa,3,2,N/A,0,,,,,,,,,,,,,335
Hastings Highlands,North Bay ,3,2,N/A,0,,,,,,,,,,,,,336
Hastings Highlands,London,3,3,N/A,0,,,,,,,,,,,,,337
Hastings Highlands,Hamilton,3,3,N/A,0,,,,,,,,,,,,,338
Hastings Highlands,Toronto,3,3,N/A,0,,,,,,,,,,,,,339
Hastings Highlands,Greater Sudbury,3,3,N/A,0,,,,,,,,,,,,,340
Hastings Highlands,Kitchener ,3,3,N/A,0,,,,,,,,,,,,,341
Hastings Highlands,Barrie,3,3,N/A,0,,,,,,,,,,,,,342
Hastings Highlands,Ottawa,3,3,N/A,0,,,,,,,,,,,,,343
Hastings Highlands,North Bay ,3,3,N/A,0,,,,,,,,,,,,,344
Hastings Highlands,London,3,4,N/A,0,,,,,,,,,,,,,345
Hastings Highlands,Hamilton,3,4,N/A,0,,,,,,,,,,,,,346
Hastings Highlands,Toronto,3,4,N/A,0,,,,,,,,,,,,,347
Hastings Highlands,Greater Sudbury,3,4,N/A,0,,,,,,,,,,,,,348
Hastings Highlands,Kitchener ,3,4,N/A,0,,,,,,,,,,,,,349
Hastings Highlands,Barrie,3,4,N/A,0,,,,,,,,,,,,,350
Hastings Highlands,Ottawa,3,4,N/A,0,,,,,,,,,,,,,351
Hastings Highlands,North Bay ,3,4,N/A,0,,,,,,,,,,,,,352
Hastings Highlands,London,3,5,N/A,0,,,,,,,,,,,,,353
Hastings Highlands,Hamilton,3,5,N/A,0,,,,,,,,,,,,,354
Hastings Highlands,Toronto,3,5,N/A,0,,,,,,,,,,,,,355
Hastings Highlands,Greater Sudbury,3,5,N/A,0,,,,,,,,,,,,,356
Hastings Highlands,Kitchener ,3,5,N/A,0,,,,,,,,,,,,,357
Hastings Highlands,Barrie,3,5,N/A,0,,,,,,,,,,,,,358
Hastings Highlands,Ottawa,3,5,N/A,0,,,,,,,,,,,,,359
Hastings Highlands,North Bay ,3,5,N/A,0,,,,,,,,,,,,,360
Peterborough,London,3,1,338km,470,$55.10,5:30 AM,7:45AM-10:45AM,1:20 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,,361
Peterborough,Hamilton,3,1,204km,360,$40.30,5:30 AM,7:45AM-10AM,11:30 AM,44.304691,-78.323045,43.646652,-79.384396,43.253217,-79.869159,,,362
Peterborough,Toronto,3,1,146km,135,$13.90,5:30 AM,,7:45 AM,44.304691,-78.323045,43.646652,-79.384396,,,,,363
Peterborough,Greater Sudbury,3,1,398km,569,$74.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,,364
Peterborough,Kitchener ,3,1,230km,295,$22.50,5:30 AM,7:45AM-8:30AM ,10:25 AM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,,365
Peterborough,Barrie,3,1,217km,319,$40.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,,366
Peterborough,Ottawa,3,1,268km,275,$47.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,,367
Peterborough,North Bay ,3,1,320km,1745,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,,368
Peterborough,Port Colborne,3,1,283km,395,$28,5:30 AM,7:45AM-9:30AM,12:05 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,,369
Peterborough,Hastings Highlands,3,1,128km,120,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,,370
Peterborough,London,3,2,338km,470,$55.10,5:30 AM,7:45AM-10:45AM,1:20 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,,371
Peterborough,Hamilton,3,2,204km,360,$40.30,5:30 AM,7:45AM-10AM,11:30 AM,44.304691,-78.323045,43.646652,-79.384396,43.253217,-79.869159,,,372
Peterborough,Toronto,3,2,146km,110,$14.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,,373
Peterborough,Greater Sudbury,3,2,398km,569,$74.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,,374
Peterborough,Kitchener ,3,2,230km,345,$25,11:15 AM,1:05PM-2PM,5:00 PM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,,375
Peterborough,Barrie,3,2,217km,319,$40.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,,376
Peterborough,Ottawa,3,2,268km,275,$47.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,,377
Peterborough,North Bay ,3,2,320km,1745,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,,378
Peterborough,Port Colborne,3,2,283km,395,$28,5:30 AM,7:45AM-9:30AM,12:05 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,,379
Peterborough,Hastings Highlands,3,2,128km,120,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,,380
Peterborough,London,3,3,338km,329,$62.09,12:01 PM,1:45PM-2:30PM,5:30 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,,381
Peterborough,Hamilton,3,3,204km,260,$53.40,4:30 PM,6:20PM-7:15PM,8:50 PM,44.304691,-78.323045,43.775108,-79.254744,43.253217,-79.869159,,,382
Peterborough,Toronto,3,3,146km,110,$17.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,,383
Peterborough,Greater Sudbury,3,3,398km,569,$83.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,,384
Peterborough,Kitchener ,3,3,230km,345,$29,11:15 AM,1:05PM-2PM,5:00 PM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,,385
Peterborough,Barrie,3,3,217km,319,$46.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,,386
Peterborough,Ottawa,3,3,268km,275,$53.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,,387
Peterborough,North Bay ,3,3,320km,1745,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,,388
Peterborough,Port Colborne,3,3,283km,500,$34,11:15 AM,1:05PM-5:15PM,7:35 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,,389
Peterborough,Hastings Highlands,3,3,128km,120,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,,390
Peterborough,London,3,4,338km,470,$55.10,5:30 AM,7:45AM-10:45AM,1:20 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,,391
Peterborough,Hamilton,3,4,204km,360,$40.30,5:30 AM,7:45AM-10AM,11:30 AM,44.304691,-78.323045,43.646652,-79.384396,43.253217,-79.869159,,,392
Peterborough,Toronto,3,4,146km,110,$14.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,,393
Peterborough,Greater Sudbury,3,4,398km,569,$74.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,,394
Peterborough,Kitchener ,3,4,230km,295,$22.50,5:30 AM,7:45AM-8:30AM ,10:25 AM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,,395
Peterborough,Barrie,3,4,217km,319,$40.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,,396
Peterborough,Ottawa,3,4,268km,275,$47.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,,397
Peterborough,North Bay ,3,4,320km,1745,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,,398
Peterborough,Port Colborne,3,4,283km,395,$28,5:30 AM,7:45AM-9:30AM,12:05 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,,399
Peterborough,Hastings Highlands,3,4,128km,120,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,,400
Peterborough,London,3,5,338km,329,$62.09,12:01 PM,1:45PM-2:30PM,5:30 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,,401
Peterborough,Hamilton,3,5,204km,260,$53.40,4:30 PM,6:20PM-7:15PM,8:50 PM,44.304691,-78.323045,43.775108,-79.254744,43.253217,-79.869159,,,402
Peterborough,Toronto,3,5,146km,110,$17.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,,403
Peterborough,Greater Sudbury,3,5,398km,569,$83.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,,404
Peterborough,Kitchener ,3,5,230km,345,$29,11:15 AM,1:05PM-2PM,5:00 PM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,,405
Peterborough,Barrie,3,5,217km,319,$46.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,,406
Peterborough,Ottawa,3,5,268km,275,$53.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,,407
Peterborough,North Bay ,3,5,320km,1745,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,,408
Peterborough,Port Colborne,3,5,283km,500,$34,11:15 AM,1:05PM-5:15PM,7:35 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,,409
Peterborough,Hastings Highlands,3,5,128km,120,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,,410
London,Peterborough,3,1,339km,345,$55.10,4:00 AM,6:35AM-7:30AM,9:45 AM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,,411
Hamilton,Peterborough,3,1,205km,345,$40.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,,412
Toronto,Peterborough,3,1,145km,135,$13.90,7:30 AM,,9:45 AM,43.646652,-79.384396,44.304691,-78.323045,,,,,413
Greater Sudbury,Peterborough,3,1,398km,590,$74.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,,414
Kitchener ,Peterborough,3,1,232km,285,$22.50,5:00 AM,7AM-7:30AM ,9:45 AM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,,415
Barrie,Peterborough,3,1,217km,360,$40.30,5:30 AM,7:05AM-9:30AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,,416
Ottawa,Peterborough,3,1,268km,245,$47.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,,417
North Bay ,Peterborough,3,1,321km,475,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,,418
Port Colborne,Peterborough,3,1,283km,365,$28,5:25 AM,8:05AM-9:30AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,,419
Hastings Highlands,Peterborough,3,1,N/A,0,,,,,,,,,,,,,420
London,Peterborough,3,2,339km,360,$55.10,10:45 AM,1:30PM-2:30PM,4:45 PM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,,421
Hamilton,Peterborough,3,2,205km,345,$40.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,,422
Toronto,Peterborough,3,2,145km ,120,$13.90,9:30 AM,,11:30 AM,43.646652,-79.384396,44.304691,-78.323045,,,,,423
Greater Sudbury,Peterborough,3,2,398km,590,$74.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,,424
Kitchener ,Peterborough,3,2,232km,435,$25,9:30 AM,11:35AM-2:30PM,4:45 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,,425
Barrie,Peterborough,3,2,217km,295,$40.30,11:50 AM,1:30PM-2:30PM,4:45 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,,426
Ottawa,Peterborough,3,2,268km,245,$47.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,,427
North Bay ,Peterborough,3,2,321km,475,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,,428
Port Colborne,Peterborough,3,2,283km,365,$28,5:25 AM,8:05AM-9:30AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,,429
Hastings Highlands,Peterborough,3,2,N/A,0,,,,,,,,,,,,,430
London,Peterborough,3,3,339km,360,$62.10,10:45 AM,1:30PM-2:30PM,4:45 PM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,,431
Hamilton,Peterborough,3,3,205km,345,$46.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,,432
Toronto,Peterborough,3,3,145km,135,$20.40,7:30 AM,,9:45 AM,43.646652,-79.384396,44.304691,-78.323045,,,,,433
Greater Sudbury,Peterborough,3,3,398km,590,$83.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,,434
Kitchener ,Peterborough,3,3,232km,435,$25,9:30 AM,11:35AM-2:30PM,4:45 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,,435
Barrie,Peterborough,3,3,217km,295,$46.30,11:50 AM,1:30PM-2:30PM,4:45 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,,436
Ottawa,Peterborough,3,3,268km,245,$53.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,,437
North Bay ,Peterborough,3,3,321km,475,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,,438
Port Colborne,Peterborough,3,3,283km,680,$29,5:25 AM,8:05AM-2:30PM,4:45 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,,439
Hastings Highlands,Peterborough,3,3,N/A,0,,,,,,,,,,,,,440
London,Peterborough,3,4,339km,345,$55.10,4:00 AM,6:35AM-7:30AM,9:45 AM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,,441
Hamilton,Peterborough,3,4,205km,345,$40.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,,442
Toronto,Peterborough,3,4,145km ,120,$13.90,9:30 AM,,11:30 AM,43.646652,-79.384396,44.304691,-78.323045,,,,,443
Greater Sudbury,Peterborough,3,4,398km,590,$74.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,,444
Kitchener ,Peterborough,3,4,232km,305,$22.50,6:25 AM,8:20AM-9:30AM,11:30 AM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,,445
Barrie,Peterborough,3,4,217km,360,$40.30,5:30 AM,7:05AM-9:30AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,,446
Ottawa,Peterborough,3,4,268km,245,$47.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,,447
North Bay ,Peterborough,3,4,321km,475,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,,448
Port Colborne,Peterborough,3,4,283km,365,$28,5:25 AM,8:05AM-9:30AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,,449
London,Peterborough,3,5,339km,345,$62.10,4:00 AM,6:35AM-7:30AM,9:45 AM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,,451
Hamilton,Peterborough,3,5,205km,345,$46.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,,452
Toronto,Peterborough,3,5,145km,135,$20.40,7:30 AM,,9:45 AM,43.646652,-79.384396,44.304691,-78.323045,,,,,453
Greater Sudbury,Peterborough,3,5,398km,590,$83.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,,454
Kitchener ,Peterborough,3,5,232km,435,$34,9:30 AM,11:35AM-2:30PM,4:45 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,,455
Barrie,Peterborough,3,5,217km,295,$46.30,11:50 AM,1:30PM-2:30PM,4:45 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,,456
Ottawa,Peterborough,3,5,268km,245,$53.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,,457
North Bay ,Peterborough,3,5,321km,475,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,,458
Port Colborne,Peterborough,3,5,283km,680,$29,5:25 AM,8:05AM-2:30PM,4:45 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,,459
Port Colborne,London,3,1,198km,540,$37.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,,,461
Port Colborne,Hamilton,3,1,92km,365,$24,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,,462
Port Colborne,Toronto,3,1,147km,160,$14,5:25 AM,,8:05 AM,42.886312,-79.251721,43.646652,-79.384396,,,,,464
Port Colborne,Greater Sudbury,3,1,515km,965,$67,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,,465
Port Colborne,Kitchener ,3,1,159km,300,$25.00,5:25 AM,8:05AM-8:30AM,10:25 AM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,,466
Port Colborne,Barrie,3,1,225km,715,$26,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,,467
Port Colborne,Ottawa,3,1,594km,505,$55,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,,468
Port Colborne,North Bay ,3,1,623km,1730,$104.40,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,469
Port Colborne,Hastings Highlands,3,1,409km,1410,$65.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,470
Port Colborne,London,3,2,198km,540,$37.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,,,471
Port Colborne,Hamilton,3,2,92km,365,$24,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,,472
Port Colborne,Toronto,3,2,147km,200,$18,12:45 PM,,4:05 PM,42.886312,-79.251721,43.646652,-79.384396,,,,,474
Port Colborne,Greater Sudbury,3,2,515km,965,$67,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,,475
Port Colborne,Kitchener ,3,2,159km,300,$25.00,5:25 AM,8:05AM-8:30AM,10:25 AM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,,476
Port Colborne,Barrie,3,2,225km,715,$26,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,,477
Port Colborne,Ottawa,3,2,594km,505,$55,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,,478
Port Colborne,North Bay ,3,2,623km,1730,$104.40,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,479
Port Colborne,Hastings Highlands,3,2,409km,1410,$65.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,480
Port Colborne,London,3,3,198km,540,$40.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,,,481
Port Colborne,Hamilton,3,3,92km,365,$25,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,,482
Port Colborne,Toronto,3,3,147km,200,$16,12:45 PM,,4:05 PM,42.886312,-79.251721,43.646652,-79.384396,,,,,484
Port Colborne,Greater Sudbury,3,3,515km,965,$68,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,,485
Port Colborne,Kitchener ,3,3,159km,450,$24,5:25 AM,8:05AM-10:30AM,12:55 PM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,,486
Port Colborne,Barrie,3,3,225km,715,$25,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,,487
Port Colborne,Ottawa,3,3,594km,505,$66,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,,488
Port Colborne,North Bay ,3,3,623km,1730,$116.90,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,489
Port Colborne,Hastings Highlands,3,3,409km,1410,$69.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,490
London,Port Colborne,3,1,198km,485,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,,491
Hamilton,Port Colborne,3,1,92km,515,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,,492
Toronto,Port Colborne,3,1,147km,155,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,,494
Greater Sudbury,Port Colborne,3,1,515km,635,$67,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,,495
Kitchener ,Port Colborne,3,1,159km,425,$24,5:00 AM,7AM-9:30AM,12:05 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,,496
Barrie,Port Colborne,3,1,224km,395,$24.51,5:30 AM,7:05AM-9:30AM,12:05 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,,497
Ottawa,Port Colborne,3,1,594km,680,$55,12:45 AM,6AM-9:30AM,12:05 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,,498
North Bay ,Port Colborne,3,1,623km,1665,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,499
London,Port Colborne,3,2,198km,485,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,,501
Hamilton,Port Colborne,3,2,92km,515,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,,502
Toronto,Port Colborne,3,2,147km,155,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,,504
Greater Sudbury,Port Colborne,3,2,515km,635,$67,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,,505
Kitchener ,Port Colborne,3,2,159km,425,$24,5:00 AM,7AM-9:30AM,12:05 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,,506
Barrie,Port Colborne,3,2,224km,465,$27,11:50 AM,1:30PM-5:15PM,7:35 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,,507
Ottawa,Port Colborne,3,2,594km,500,$65.50,11:15 AM,4:40PM-5:15PM,7:35 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,,508
North Bay ,Port Colborne,3,2,623km,1665,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,509
London,Port Colborne,3,3,198km,485,$45,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,,511
Hamilton,Port Colborne,3,3,92km,515,$24,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,,512
Toronto,Port Colborne,3,3,147km,155,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,,514
Greater Sudbury,Port Colborne,3,3,515km,635,$68,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,,515
Kitchener ,Port Colborne,3,3,159km,305,$24,2:30 PM,4:20PM-5:15PM,7:35 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,,516
Barrie,Port Colborne,3,3,224km,465,$25,11:50 AM,1:30PM-5:15PM,7:35 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,,517
